Day,Product variant SKU,Product title,Product variant ID,Product ID,Orders,Gross sales,Discounts,Returns,Net sales,Shipping charges,Duties,Additional fees,Taxes,Total sales,Net items sold,Quantity ordered,Quantity returned,Total returns
5/2/2026,PV134-36,Timeless Grey Slim Fit Stretch Formal Pants,4.50627E+13,7.90994E+12,4,7580.91,-303.95,0,7276.96,0,0,0,363.88,7640.84,4,4,0,0
5/2/2026,SS7-XXL,Bonfire Black Relaxed Fit Sweatshorts,4.66379E+13,8.07657E+12,5,4714.27,-1142.83,0,3571.44,0,0,0,178.56,3750,5,5,0,0
5/2/2026,SS9-XL,Jetstream Navy Relaxed Fit Sweatshorts,4.66379E+13,8.07657E+12,16,15085.62,-3580.85,-714.3,10790.47,0,0,0,539.53,11330,15,16,-1,-750
5/2/2026,J14-46,Rebel Blue Vintage Slim Fit Jeans,4.71323E+13,8.22509E+12,4,5676.19,0,0,5676.19,0,0,0,283.81,5960,4,4,0,0
5/2/2026,LS6-34,Alibaug Grey All Day Lounge Cotton Shorts,4.63849E+13,8.00592E+12,1,942.86,-228.57,0,714.29,0,0,0,35.71,750,1,1,0,0
5/2/2026,CS5-XXL,Flip Blue Relaxed Fit Cargo Sweatshorts,4.67045E+13,8.09315E+12,7,8485.75,-1828.55,0,6657.2,0,0,0,332.8,6990,9,9,0,0
5/2/2026,JR30-34,Authentic Blue Relaxed Fit Jeans,4.63012E+13,7.98057E+12,3,7400.01,0,0,7400.01,0,0,0,369.99,7770,3,3,0,0
5/2/2026,J2-44,Charcoal Grey Power-Stretch Slim Fit Jeans,4.63263E+13,7.18146E+12,1,1704.78,0,0,1704.78,0,0,0,85.22,1790,1,1,0,0
5/2/2026,PVR192-34,Timeless Grey Relaxed Fit Stretch Formal Pants,4.66158E+13,8.07106E+12,4,13085.7,-109.04,0,12976.66,0,0,0,648.84,13625.5,6,6,0,0
5/2/2026,CR231-28,Villa Blue Relaxed Fit Stretch Cargo Pants,4.66271E+13,8.07372E+12,1,1704.76,0,-1704.76,0,0,0,0,0,0,0,1,-1,-1790
5/2/2026,K171-34,Soft Cream Slim Fit Power Stretch Pants,4.64136E+13,8.01435E+12,2,3790.48,-94.76,0,3695.72,0,0,0,184.78,3880.5,2,2,0,0
5/2/2026,J9-42,Faded Blue Slim Fit Jeans,4.64698E+13,8.02737E+12,1,1895.24,-70.45,0,1824.79,0,0,0,91.23,1916.02,1,1,0,0
5/2/2026,PV175-40,Charcoal Checks Slim Fit Formal Stretch Pants,4.6394E+13,8.00872E+12,1,1514.27,-75.71,0,1438.56,0,0,0,71.94,1510.5,1,1,0,0
5/2/2026,SR14-42,Miso Khaki Chino Shorts,4.65934E+13,8.06355E+12,1,942.86,-228.57,0,714.29,0,0,0,35.71,750,1,1,0,0
5/2/2026,SR3-38,Sesame Beige Chino Shorts,4.63932E+13,8.00852E+12,1,942.84,-228.56,0,714.28,0,0,0,35.72,750,1,1,0,0
5/2/2026,SR6-48,Gustav Grey Stretch Chino Shorts,4.64953E+13,8.02974E+12,3,3771.44,-914.28,0,2857.16,0,0,0,142.84,3000,4,4,0,0
5/2/2026,J16-44,Raw Black Power-Stretch Slim Fit Jeans,4.63263E+13,7.17193E+12,2,3790.45,0,0,3790.45,0,0,0,189.55,3980,2,2,0,0
5/2/2026,JR9-40,Frost White Relaxed Fit Jeans,4.6382E+13,8.0047E+12,1,2466.67,0,0,2466.67,0,0,0,123.33,2590,1,1,0,0
5/2/2026,SR13-44,Blonde Khaki Chino Shorts,4.65934E+13,8.06355E+12,3,2828.58,-457.14,0,2371.44,0,0,0,118.56,2490,3,3,0,0
5/2/2026,SR5-36,Basquiat Black Stretch Chino Shorts,4.64794E+13,8.02974E+12,4,3771.38,-914.25,0,2857.13,0,0,0,142.87,3000,4,4,0,0
5/2/2026,LP9-32,Kyoto Grey Relaxed Fit Lounge Pants,4.73084E+13,8.27647E+12,2,3790.47,0,-3790.47,0,0,0,0,0,0,0,2,-2,-3980
5/2/2026,PV174-36,Dark Navy Stripes Slim Fit Formal Stretch Pants,4.6394E+13,8.00872E+12,2,3028.57,-123.35,0,2905.22,0,0,0,145.25,3050.47,2,2,0,0
5/2/2026,LP11-32,Cappadocia Beige Relaxed Fit Lounge Pants,4.73084E+13,8.27647E+12,1,1895.23,0,0,1895.23,0,0,0,94.77,1990,1,1,0,0
5/2/2026,SS8-XXXL,Sunbaked Beige Relaxed Fit Sweatshorts,4.66379E+13,8.07657E+12,2,1885.7,-457.13,0,1428.57,0,0,0,71.43,1500,2,2,0,0
5/2/2026,J12-34,Forge Black Slim Fit Jeans,4.68568E+13,8.15347E+12,3,4542.86,0,0,4542.86,0,0,0,227.14,4770,3,3,0,0
5/2/2026,PVR187-32,Everyday Black Relaxed Fit Stretch Formal Pants,4.66158E+13,8.07106E+12,4,8723.79,-109.04,0,8614.75,0,0,0,430.75,9045.5,4,4,0,0
5/2/2026,PVR170-32,Tarmac Black & White Textured Water Repellent Relaxed Fit Stretch Formal Pants,4.68347E+13,8.14549E+12,1,1704.75,-85.23,0,1619.52,0,0,0,80.98,1700.5,1,1,0,0
5/2/2026,JR18-38,Mossstone Olive Relaxed Fit Jeans,4.68602E+13,8.15452E+12,2,4933.32,0,0,4933.32,0,0,0,246.68,5180,2,2,0,0
5/2/2026,JR35-46,Frozen Blue Relaxed Fit Jeans,4.71323E+13,8.22508E+12,2,2838.1,0,0,2838.1,0,0,0,141.9,2980,2,2,0,0
5/2/2026,J30-32,Indigo Blue Power-Stretch Slim Fit Jeans,4.41212E+13,7.18146E+12,1,1704.75,-60.1,-1704.76,-60.11,0,0,0,-3,-63.11,0,1,-1,-1790
5/2/2026,SS12-S,Poolside Blue Relaxed Fit Sweatshorts,4.66379E+13,8.07657E+12,1,942.84,-228.56,0,714.28,0,0,0,35.72,750,1,1,0,0
5/2/2026,PT5-36,Lunar Black Relaxed Fit Korean Pintuck Pants,4.64274E+13,8.01763E+12,2,3790.48,-94.76,0,3695.72,0,0,0,184.78,3880.5,2,2,0,0
5/2/2026,CHR1-32,Noctara Black Relaxed Fit Stretch Chinos for Men,4.73066E+13,8.27599E+12,1,1895.24,0,0,1895.24,0,0,0,94.76,1990,1,1,0,0
5/2/2026,CR234-44,Sandhill Khaki Relaxed Fit Stretch Cargo Pants,4.66271E+13,8.07372E+12,1,1514.29,0,0,1514.29,0,0,0,75.71,1590,1,1,0,0
5/2/2026,PVRT3-32,Thorne Grey Luxury Twill Relaxed Fit Stretch Formal Pants,4.68149E+13,8.13606E+12,1,2466.65,-123.33,0,2343.32,0,0,0,117.18,2460.5,1,1,0,0
5/2/2026,PVRT2-38,Kairo Navy Luxury Twill Relaxed Fit Stretch Formal Pants,4.68155E+13,8.13637E+12,1,2466.67,0,0,2466.67,0,0,0,123.33,2590,1,1,0,0
5/2/2026,CML73,Everen Green 100% Linen Pants,4.73749E+13,8.293E+12,1,5076.27,-761.44,0,4314.83,0,0,0,776.67,5091.5,1,1,0,0
5/2/2026,SR7-38,Pablo Pink Stretch Chino Shorts,4.64794E+13,8.02974E+12,7,6599.99,-1599.97,0,5000.02,0,0,0,249.98,5250,7,7,0,0
5/2/2026,SR10-48,Freeda Blue Chino Shorts,4.64953E+13,8.02974E+12,2,1885.7,-457.13,-714.28,714.29,0,0,0,35.71,750,1,2,-1,-750
5/2/2026,K18-36,Dark Grey Slim Fit Power Stretch Pants,4.48432E+13,7.90369E+12,1,1895.24,0,0,1895.24,0,0,0,94.76,1990,1,1,0,0
5/2/2026,JOG3-XL,Thorne Grey Tapered Fit Joggers,4.69315E+13,8.17865E+12,2,4742.86,-2371.43,0,2371.43,0,0,0,118.57,2490,2,2,0,0
5/2/2026,LP7-32,Monaco Black Relaxed Fit Lounge Pants,4.73084E+13,8.27647E+12,3,5685.7,0,0,5685.7,0,0,0,284.3,5970,3,3,0,0
5/2/2026,CHR3-32,Terranova Khaki Relaxed Fit Stretch Chinos for Men,4.73066E+13,8.27599E+12,1,1895.23,0,0,1895.23,0,0,0,94.77,1990,1,1,0,0
5/2/2026,SR13-30,Blonde Khaki Chino Shorts,4.65934E+13,8.06355E+12,1,942.84,-228.56,0,714.28,0,0,0,35.72,750,1,1,0,0
5/2/2026,PV51-34,Effortless Grey Slim Fit Stretch Formal Pants,4.48432E+13,7.9037E+12,6,11371.42,-94.76,0,11276.66,0,0,0,563.84,11840.5,6,6,0,0
5/2/2026,PVRM3-34,Prestige Grey Relaxed Fit Stretch Formal Pants,4.72092E+13,8.24861E+12,1,2180.96,-109.04,0,2071.92,0,0,0,103.58,2175.5,1,1,0,0
5/2/2026,K165-30,Aquatic Blue Slim Fit Lightweight Power Stretch Pants,4.64816E+13,8.03014E+12,1,4361.9,0,-4361.9,0,0,0,0,0,0,0,2,-2,-4580
5/2/2026,PVR189-30,Effortless Grey Relaxed Fit Stretch Formal Pants,4.66158E+13,8.07106E+12,5,10904.74,-109.04,0,10795.7,0,0,0,539.8,11335.5,5,5,0,0
5/2/2026,CMC13,Spanish Grey Stretch Chinos,3.7936E+13,6.17819E+12,1,2957.63,0,0,2957.63,0,0,0,532.37,3490,1,1,0,0
5/2/2026,JOG3-XXL,Thorne Grey Tapered Fit Joggers,4.69315E+13,8.17865E+12,1,2371.44,-1185.72,0,1185.72,0,0,0,59.28,1245,1,1,0,0
5/2/2026,PV10-42,Everyday Black Slim Fit Stretch Formal Pants,4.48432E+13,7.9037E+12,2,3790.48,0,0,3790.48,0,0,0,189.52,3980,2,2,0,0
5/2/2026,SR12-38,Rosco Red Stretch Chino Shorts,4.64795E+13,8.02975E+12,5,4714.25,-1142.82,-714.29,2857.14,0,0,0,142.86,3000,4,5,-1,-750
5/2/2026,K164-32,Mercury Grey Slim Fit Lightweight Power Stretch Pants,4.64816E+13,8.03015E+12,1,2180.94,-109.04,0,2071.9,0,0,0,103.6,2175.5,1,1,0,0
5/2/2026,CHR2-36,Celestra Navy Relaxed Fit Stretch Chinos for Men,4.73045E+13,8.27522E+12,1,1895.23,0,0,1895.23,0,0,0,94.77,1990,1,1,0,0
5/2/2026,JR6-42,Dream Blue Relaxed Fit Jeans,4.63013E+13,7.9806E+12,1,1895.24,0,-1895.24,0,0,0,0,0,0,0,1,-1,-1990
5/2/2026,J30-36,Indigo Blue Power-Stretch Slim Fit Jeans,4.41192E+13,7.18146E+12,1,1704.77,0,0,1704.77,0,0,0,85.23,1790,1,1,0,0
5/2/2026,CMKP152,Peanut Brown Plus Size Power-Stretch Pants,4.68102E+13,8.13377E+12,1,2957.63,0,0,2957.63,0,0,0,532.37,3490,1,1,0,0
5/2/2026,K164-40,Mercury Grey Slim Fit Lightweight Power Stretch Pants,4.64816E+13,8.03015E+12,1,2180.94,-109.04,0,2071.9,0,0,0,103.6,2175.5,1,1,0,0
5/2/2026,SP4-XXXL,Nomad Beige Cotton Sweatpants,4.65863E+13,8.00883E+12,1,2371.4,-176.2,0,2195.2,0,0,0,109.78,2304.98,1,1,0,0
5/2/2026,SR14-34,Miso Khaki Chino Shorts,4.65934E+13,8.06355E+12,11,10371.37,-2285.65,0,8085.72,0,0,0,404.28,8490,11,11,0,0
5/2/2026,PVR190-34,Daily Navy Relaxed Fit Stretch Formal Pants,4.66158E+13,8.07106E+12,4,8723.81,-109.04,0,8614.77,0,0,0,430.73,9045.5,4,4,0,0
5/2/2026,PV134-30,Timeless Grey Slim Fit Stretch Formal Pants,4.50627E+13,7.90994E+12,1,1895.24,0,0,1895.24,0,0,0,94.76,1990,1,1,0,0
5/2/2026,JR37-30,Inklock Black No Fade Jeans - Relaxed Fit,4.68746E+13,8.16009E+12,8,19733.35,0,-4933.34,14800.01,0,0,0,739.99,15540,6,8,-2,-5180
5/2/2026,J2-34,Charcoal Grey Power-Stretch Slim Fit Jeans,4.42137E+13,7.18146E+12,2,3409.53,0,0,3409.53,0,0,0,170.47,3580,2,2,0,0
5/2/2026,SR15-34,Globe Olive Chino Shorts,4.65934E+13,8.06355E+12,3,2828.57,-457.13,0,2371.44,0,0,0,118.56,2490,3,3,0,0
5/2/2026,PV10-38,Everyday Black Slim Fit Stretch Formal Pants,4.48432E+13,7.9037E+12,6,11371.44,-94.76,0,11276.68,0,0,0,563.82,11840.5,6,6,0,0
5/2/2026,K157-40,Chive Green Slim Fit Power Stretch Pants,4.64819E+13,8.03032E+12,1,1419.04,0,0,1419.04,0,0,0,70.96,1490,1,1,0,0
5/2/2026,POR6-40,Workday Navy 925 Relaxed Fit Smart Formal Trousers,4.73168E+13,8.27874E+12,1,1514.28,0,0,1514.28,0,0,0,75.72,1590,1,1,0,0
5/2/2026,J13-46,Edge Grey Slim Fit Jeans,4.68568E+13,8.15347E+12,1,1514.29,0,0,1514.29,0,0,0,75.71,1590,1,1,0,0
5/2/2026,SR11-40,Diego Navy Stretch Chino Shorts,4.64795E+13,8.02974E+12,6,5657.11,-1028.53,0,4628.58,0,0,0,231.42,4860,6,6,0,0
5/2/2026,CMPV158,Sangria Wine Checks Formal Pants,4.48101E+13,7.89175E+12,1,3381.35,-507.2,0,2874.15,0,0,0,517.35,3391.5,1,1,0,0
5/2/2026,CMS14,Milo Beige Stripes Seersucker Chino Shorts,4.65822E+13,8.05889E+12,1,2110.17,-316.52,0,1793.65,0,0,0,322.85,2116.5,1,1,0,0
5/2/2026,SR11-36,Diego Navy Stretch Chino Shorts,4.64795E+13,8.02974E+12,3,2828.54,-685.69,0,2142.85,0,0,0,107.15,2250,3,3,0,0
5/2/2026,CMPV173,Astro Navy Micro Checks Stretch Pants,4.61125E+13,7.94637E+12,2,6762.7,-1352.53,0,5410.17,0,0,0,973.83,6384,2,2,0,0
5/2/2026,JOG2-L,Norse Blue Tapered Fit Joggers,4.69315E+13,8.17865E+12,1,2371.42,-989.09,0,1382.33,0,0,0,69.12,1451.45,1,1,0,0
5/2/2026,K147-38,Light Grey Slim Fit Power Stretch Pants,4.64819E+13,8.03031E+12,3,4257.13,0,0,4257.13,0,0,0,212.87,4470,3,3,0,0
5/2/2026,JR35-42,Frozen Blue Relaxed Fit Jeans,4.71323E+13,8.22508E+12,1,1419.05,0,0,1419.05,0,0,0,70.95,1490,1,1,0,0
5/2/2026,K180-30,Visual Grey Houndstooth Slim Fit Power Stretch Pants,4.71328E+13,8.22522E+12,1,1895.24,0,0,1895.24,0,0,0,94.76,1990,1,1,0,0
5/2/2026,PVRT1-42,Monolith Black Luxury Twill Relaxed Fit Stretch Formal Pants,4.73306E+13,8.13563E+12,1,2466.67,-123.33,0,2343.34,0,0,0,117.16,2460.5,1,1,0,0
5/2/2026,CHR4-30,Lumora Cream Relaxed Fit Stretch Chinos for Men,4.73066E+13,8.27599E+12,1,1895.24,0,0,1895.24,0,0,0,94.76,1990,1,1,0,0
5/2/2026,CS6-M,Grover Olive Relaxed Fit Cargo Sweatshorts,4.67045E+13,8.09315E+12,9,8485.63,-1828.51,0,6657.12,0,0,0,332.88,6990,9,9,0,0
5/2/2026,SR3-42,Sesame Beige Chino Shorts,4.63932E+13,8.00852E+12,1,942.84,-228.56,0,714.28,0,0,0,35.72,750,1,1,0,0
5/2/2026,JR34-42,Cyclone Grey Cloud Wash Luxury Relaxed Fit Jeans,4.71323E+13,8.22507E+12,1,1704.76,0,0,1704.76,0,0,0,85.24,1790,1,1,0,0
5/2/2026,JR10-32,Integrity Blue Relaxed Fit Jeans,4.63012E+13,7.98057E+12,5,9476.21,0,0,9476.21,0,0,0,473.79,9950,5,5,0,0
5/2/2026,SR12-36,Rosco Red Stretch Chino Shorts,4.64795E+13,8.02975E+12,5,4714.3,-938.39,0,3775.91,0,0,0,188.77,3964.68,5,5,0,0
5/2/2026,K25-46,Deep Black Slim Fit Power Stretch Pants,4.48431E+13,7.90297E+12,1,1895.24,-94.76,0,1800.48,0,0,0,90.02,1890.5,1,1,0,0
5/2/2026,PVR187-34,Everyday Black Relaxed Fit Stretch Formal Pants,4.66158E+13,8.07106E+12,6,13085.68,-327.12,0,12758.56,0,0,0,637.94,13396.5,6,6,0,0
5/2/2026,CMPV228,Whispering Khaki Melange Stretch Formal Pants,4.73749E+13,8.29301E+12,1,3990,-3990,0,0,0,0,0,0,0,1,1,0,0
5/2/2026,PT7-44,Pewter Grey Relaxed Fit Korean Pintuck Pants,4.64274E+13,8.01763E+12,2,3790.47,-142.95,0,3647.52,0,0,0,182.38,3829.9,2,2,0,0
5/2/2026,J14-30,Rebel Blue Vintage Slim Fit Jeans,4.71323E+13,8.22509E+12,4,5676.16,0,0,5676.16,0,0,0,283.84,5960,4,4,0,0
5/2/2026,CHR4-36,Lumora Cream Relaxed Fit Stretch Chinos for Men,4.73066E+13,8.27599E+12,2,3790.48,0,0,3790.48,0,0,0,189.52,3980,2,2,0,0
5/2/2026,CHR2-38,Celestra Navy Relaxed Fit Stretch Chinos for Men,4.73045E+13,8.27522E+12,1,1895.24,0,0,1895.24,0,0,0,94.76,1990,1,1,0,0
5/2/2026,SS8-M,Sunbaked Beige Relaxed Fit Sweatshorts,4.66379E+13,8.07657E+12,6,5657.08,-1371.38,0,4285.7,0,0,0,214.3,4500,6,6,0,0
5/2/2026,JR10-46,Integrity Blue Relaxed Fit Jeans,4.63167E+13,7.98057E+12,1,1895.24,0,0,1895.24,0,0,0,94.76,1990,1,1,0,0
5/2/2026,CMPV232,Advisor Brown Pro.Stretch Formal Trousers,4.7718E+13,8.38791E+12,0,0,0,-3381.36,-3381.36,0,0,0,-608.64,-3990,-1,0,-1,-3990
5/2/2026,STP2-36,Deckhand Navy Stretchable Travel Pants,4.73228E+13,8.28E+12,1,2466.66,0,0,2466.66,0,0,0,123.34,2590,1,1,0,0
5/2/2026,JOG1-XXL,Soren Black Tapered Fit Joggers,4.69314E+13,8.17861E+12,2,4742.85,-1573.82,0,3169.03,0,0,0,158.46,3327.49,2,2,0,0
5/2/2026,LP7-42,Monaco Black Relaxed Fit Lounge Pants,4.73084E+13,8.27647E+12,1,1895.24,0,0,1895.24,0,0,0,94.76,1990,1,1,0,0
5/2/2026,JR34-44,Cyclone Grey Cloud Wash Luxury Relaxed Fit Jeans,4.71323E+13,8.22507E+12,1,1704.74,0,0,1704.74,0,0,0,85.26,1790,1,1,0,0
5/2/2026,SS12-XL,Poolside Blue Relaxed Fit Sweatshorts,4.66379E+13,8.07657E+12,1,942.84,-228.56,0,714.28,0,0,0,35.72,750,1,1,0,0
5/2/2026,JR2-30,Grunge Grey Relaxed Fit Jeans,4.63012E+13,7.98057E+12,1,2466.68,0,0,2466.68,0,0,0,123.32,2590,1,1,0,0
5/2/2026,K133-36,Medium Grey Checks Slim Fit Power Stretch Pants,4.63317E+13,7.99298E+12,1,1895.24,0,0,1895.24,0,0,0,94.76,1990,1,1,0,0
5/2/2026,JR8-32,Ecru Beige Relaxed Fit Jeans,4.6382E+13,8.0047E+12,4,9866.68,0,0,9866.68,0,0,0,493.32,10360,4,4,0,0
5/2/2026,PVR192-36,Timeless Grey Relaxed Fit Stretch Formal Pants,4.66158E+13,8.07106E+12,5,10904.76,-109.04,0,10795.72,0,0,0,539.78,11335.5,5,5,0,0
5/2/2026,SR11-42,Diego Navy Stretch Chino Shorts,4.64795E+13,8.02974E+12,1,942.84,-228.56,0,714.28,0,0,0,35.72,750,1,1,0,0
5/2/2026,PVR20-38,Wind Blue Water Repellent Relaxed Fit Stretch Formal Pants,4.68258E+13,8.14117E+12,1,2466.67,-123.33,0,2343.34,0,0,0,117.16,2460.5,1,1,0,0
5/2/2026,CS2-XL,Rider Navy Relaxed Fit Cargo Sweatshorts,4.67045E+13,8.09315E+12,2,1885.7,-457.13,0,1428.57,0,0,0,71.43,1500,2,2,0,0
5/2/2026,C121-34,Field Green Slim Fit Stretch Chinos,4.61941E+13,7.9507E+12,1,1419.04,0,0,1419.04,0,0,0,70.96,1490,1,1,0,0
5/2/2026,C51-36,Court Khaki Slim Fit Stretch Chinos,4.48432E+13,7.9037E+12,1,1490,-1490,0,0,0,0,0,0,0,1,1,0,0
5/2/2026,PVRM3-44,Prestige Grey Relaxed Fit Stretch Formal Pants,4.72092E+13,8.24861E+12,1,2180.95,-109.04,0,2071.91,0,0,0,103.59,2175.5,1,1,0,0
5/2/2026,DC7-38,Dusty Blue Relaxed Fit Denim Cargos,4.69333E+13,8.17928E+12,1,1514.28,0,0,1514.28,0,0,0,75.72,1590,1,1,0,0
5/2/2026,K134-32,Medium Blue Checks Slim Fit Power Stretch Pants,4.48432E+13,7.90369E+12,1,1704.76,0,0,1704.76,0,0,0,85.24,1790,1,1,0,0
5/2/2026,BD3-34,Concrete Grey Baggy Fit Jeans,4.71155E+13,8.22029E+12,1,1514.29,0,0,1514.29,0,0,0,75.71,1590,1,1,0,0
5/2/2026,PVR189-38,Effortless Grey Relaxed Fit Stretch Formal Pants,4.66158E+13,8.07106E+12,3,6542.84,-218.08,-2071.9,4252.86,0,0,0,212.64,4465.5,2,3,-1,-2175.5
5/2/2026,K134-48,Medium Blue Checks Slim Fit Power Stretch Pants,4.48432E+13,7.90369E+12,1,1704.76,0,0,1704.76,0,0,0,85.24,1790,1,1,0,0
5/2/2026,JR8-30,Ecru Beige Relaxed Fit Jeans,4.6382E+13,8.0047E+12,1,2466.67,0,0,2466.67,0,0,0,123.33,2590,1,1,0,0
5/2/2026,CMPV134,Dark Grey Stretch Formal Pants,4.4226E+13,7.77492E+12,1,3323.81,-166.19,0,3157.62,0,0,0,157.88,3315.5,1,1,0,0
5/2/2026,SS11-XXL,Beach Grey Relaxed Fit Sweatshorts,4.66379E+13,8.07657E+12,5,4714.3,-1028.56,0,3685.74,0,0,0,184.26,3870,5,5,0,0
5/2/2026,SS9-M,Jetstream Navy Relaxed Fit Sweatshorts,4.66379E+13,8.07657E+12,13,12257.07,-2857.06,0,9400.01,0,0,0,469.99,9870,13,13,0,0
5/2/2026,SR3-46,Sesame Beige Chino Shorts,4.63932E+13,8.00852E+12,1,942.84,-228.56,0,714.28,0,0,0,35.72,750,1,1,0,0
5/2/2026,SR13-36,Blonde Khaki Chino Shorts,4.65934E+13,8.06355E+12,2,1885.68,-342.84,0,1542.84,0,0,0,77.16,1620,2,2,0,0
5/2/2026,PVRM4-40,Grand Grey Relaxed Fit Stretch Formal Pants,4.72092E+13,8.24861E+12,1,2180.94,-109.04,0,2071.9,0,0,0,103.6,2175.5,1,1,0,0
5/2/2026,PVRM3-38,Prestige Grey Relaxed Fit Stretch Formal Pants,4.72092E+13,8.24861E+12,1,2180.94,-109.04,0,2071.9,0,0,0,103.6,2175.5,1,1,0,0
5/2/2026,JR2-34,Grunge Grey Relaxed Fit Jeans,4.63012E+13,7.98057E+12,1,2466.67,0,0,2466.67,0,0,0,123.33,2590,1,1,0,0
5/2/2026,SP6-XL,Backpacker Green Cotton Sweatpants,4.63945E+13,8.00883E+12,1,2371.44,-1185.72,0,1185.72,0,0,0,59.28,1245,1,1,0,0
5/2/2026,JOG3-L,Thorne Grey Tapered Fit Joggers,4.69315E+13,8.17865E+12,1,2371.42,-1185.71,0,1185.71,0,0,0,59.29,1245,1,1,0,0
5/2/2026,SR12-46,Rosco Red Stretch Chino Shorts,4.64795E+13,8.02975E+12,2,1885.72,-457.14,0,1428.58,0,0,0,71.42,1500,2,2,0,0
5/2/2026,CML53,Rich Black 100% Linen Pants,4.63738E+13,8.00319E+12,2,10781.01,-2187.62,0,8593.39,0,0,0,990.61,9584,2,2,0,0
5/2/2026,SR15-30,Globe Olive Chino Shorts,4.65934E+13,8.06355E+12,1,942.84,-228.56,0,714.28,0,0,0,35.72,750,1,1,0,0
5/2/2026,DC4-46,Trek Blue Relaxed Fit Denim Cargos,4.69333E+13,8.17927E+12,1,1514.28,0,0,1514.28,0,0,0,75.72,1590,1,1,0,0
5/2/2026,PV17-40,Daily Navy Slim Fit Stretch Formal Pants,4.48432E+13,7.9037E+12,3,5114.29,-85.23,0,5029.06,0,0,0,251.44,5280.5,3,3,0,0
5/2/2026,CMPV13,Ebony Black Stretch Cargo Shorts,4.09913E+13,6.97966E+12,1,2110.16,-316.52,0,1793.64,0,0,0,322.86,2116.5,1,1,0,0
5/2/2026,JOG2-M,Norse Blue Tapered Fit Joggers,4.69315E+13,8.17865E+12,3,7114.29,-3243.64,0,3870.65,0,0,0,193.53,4064.18,3,3,0,0
5/2/2026,SP5-L,Pixel Blue Cotton Sweatpants,4.63945E+13,8.00883E+12,1,2371.41,-780.03,0,1591.38,0,0,0,79.58,1670.96,1,1,0,0
5/2/2026,PV51-36,Effortless Grey Slim Fit Stretch Formal Pants,4.48432E+13,7.9037E+12,1,1895.23,-94.76,0,1800.47,0,0,0,90.03,1890.5,1,1,0,0
5/2/2026,J12-46,Forge Black Slim Fit Jeans,4.68568E+13,8.15347E+12,2,3028.57,0,0,3028.57,0,0,0,151.43,3180,2,2,0,0
5/2/2026,SR8-40,Claude Cream Stretch Chino Shorts,4.64794E+13,8.02974E+12,1,942.86,-228.57,0,714.29,0,0,0,35.71,750,1,1,0,0
5/2/2026,SR5-40,Basquiat Black Stretch Chino Shorts,4.64794E+13,8.02974E+12,3,2828.55,-571.41,0,2257.14,0,0,0,112.86,2370,3,3,0,0
5/2/2026,K2-40,Tidal Blue Melange Slim Fit Power Stretch Pants,4.48432E+13,7.90369E+12,1,1704.77,0,0,1704.77,0,0,0,85.23,1790,1,1,0,0
5/2/2026,PV17-36,Daily Navy Slim Fit Stretch Formal Pants,4.48432E+13,7.9037E+12,3,5114.27,-85.23,0,5029.04,0,0,0,251.46,5280.5,3,3,0,0
5/2/2026,BD1-44,Ironclad Black Baggy Fit Jeans,4.71155E+13,8.22027E+12,1,1514.28,0,0,1514.28,0,0,0,75.72,1590,1,1,0,0
5/2/2026,K171-40,Soft Cream Slim Fit Power Stretch Pants,4.64136E+13,8.01435E+12,1,1895.24,-94.76,0,1800.48,0,0,0,90.02,1890.5,1,1,0,0
5/2/2026,J6-36,Sky Blue Power-Stretch Slim Fit Jeans,4.61141E+13,7.94639E+12,1,1704.76,0,0,1704.76,0,0,0,85.24,1790,1,1,0,0
5/2/2026,PT5-44,Lunar Black Relaxed Fit Korean Pintuck Pants,4.64274E+13,8.01763E+12,1,1895.24,0,0,1895.24,0,0,0,94.76,1990,1,1,0,0
5/2/2026,PV10-44,Everyday Black Slim Fit Stretch Formal Pants,4.48432E+13,7.9037E+12,1,1895.24,-94.76,0,1800.48,0,0,0,90.02,1890.5,1,1,0,0
5/2/2026,CS1-S,Dash Black Relaxed Fit Cargo Sweatshorts,4.67045E+13,8.09315E+12,2,1885.72,-457.14,0,1428.58,0,0,0,71.42,1500,2,2,0,0
5/2/2026,SR15-44,Globe Olive Chino Shorts,4.65934E+13,8.06355E+12,2,1885.7,-228.56,0,1657.14,0,0,0,82.86,1740,2,2,0,0
5/2/2026,PV17-34,Daily Navy Slim Fit Stretch Formal Pants,4.48432E+13,7.9037E+12,7,11933.33,-85.23,-1704.76,10143.34,0,0,0,507.16,10650.5,6,7,-1,-1790
5/2/2026,PVR192-32,Timeless Grey Relaxed Fit Stretch Formal Pants,4.66158E+13,8.07106E+12,2,4361.91,0,0,4361.91,0,0,0,218.09,4580,2,2,0,0
5/2/2026,SR11-38,Diego Navy Stretch Chino Shorts,4.64795E+13,8.02974E+12,1,942.84,-228.56,0,714.28,0,0,0,35.72,750,1,1,0,0
5/2/2026,J14-36,Rebel Blue Vintage Slim Fit Jeans,4.71323E+13,8.22509E+12,2,2838.09,0,0,2838.09,0,0,0,141.91,2980,2,2,0,0
5/2/2026,DC6-40,Depth Blue Relaxed Fit Denim Cargos,4.69333E+13,8.17928E+12,1,1514.3,0,0,1514.3,0,0,0,75.7,1590,1,1,0,0
